,PM2.5,temperature,pressure,rain,wind_direction,wind_speed,Date
12341,106.0,31.2,997.9,0.0,NNE,1.2,2014-02-08 10:00:00
12342,126.0,32.7,997.2,0.0,ENE,0.9,2014-02-08 11:00:00
12343,138.0,33.4,996.4,0.0,WSW,0.8,2014-02-08 12:00:00
12344,146.0,34.5,995.9,0.0,S,1.6,2014-02-08 13:00:00
12345,158.0,34.9,995.1,0.0,WSW,2.6,2014-02-08 14:00:00
12346,158.0,34.6,994.8,0.0,WSW,2.0,2014-02-08 15:00:00
12347,142.0,33.2,994.8,0.0,WSW,1.8,2014-02-08 16:00:00
12348,126.0,32.4,994.7,0.0,WSW,1.5,2014-02-08 17:00:00
12349,109.0,31.5,995.1,0.0,W,1.2,2014-02-08 18:00:00
12350,119.0,31.1,995.5,0.0,WSW,1.4,2014-02-08 19:00:00
12351,131.0,29.3,996.0,0.0,WSW,0.0,2014-02-08 20:00:00
12352,140.0,28.3,995.9,0.0,NNW,0.7,2014-02-08 21:00:00
12353,140.0,27.6,995.9,0.0,W,0.4,2014-02-08 22:00:00
12354,141.0,27.2,996.1,0.0,NE,1.2,2014-02-08 23:00:00
13074,26.0,20.0,1005.0,0.9,NNE,1.1,2014-02-09 00:00:00
13075,33.0,20.0,1004.9,0.3,NE,0.7,2014-02-09 01:00:00
13076,44.0,19.9,1004.4,1.8,ENE,1.2,2014-02-09 02:00:00
13077,45.0,19.6,1004.2,3.7,NE,1.4,2014-02-09 03:00:00
13078,32.0,19.6,1003.9,1.9,NE,1.3,2014-02-09 04:00:00
13079,27.0,19.5,1004.0,0.7,NE,1.5,2014-02-09 05:00:00
13080,24.0,19.6,1004.4,1.1,ENE,1.0,2014-02-09 06:00:00
13081,24.0,19.7,1004.5,0.2,ENE,1.6,2014-02-09 07:00:00
13082,24.0,20.0,1004.9,0.0,ENE,1.6,2014-02-09 08:00:00
13083,26.0,20.3,1005.0,0.3,NE,1.6,2014-02-09 09:00:00
13084,23.0,20.6,1004.6,0.1,NE,1.4,2014-02-09 10:00:00
13085,24.0,21.1,1004.5,0.0,NNE,1.0,2014-02-09 11:00:00
13086,30.0,22.3,1004.4,0.0,NNE,1.7,2014-02-09 12:00:00
13087,31.0,23.0,1003.9,0.0,NE,2.1,2014-02-09 13:00:00
13088,23.0,23.6,1003.8,0.0,NE,2.3,2014-02-09 14:00:00
13089,22.0,20.1,1004.5,6.4,NE,1.2,2014-02-09 15:00:00
13090,19.0,20.2,1005.1,0.7,ENE,1.3,2014-02-09 16:00:00
13091,15.0,20.0,1005.4,0.2,NE,1.3,2014-02-09 17:00:00
13092,14.0,19.7,1005.5,0.0,NE,1.1,2014-02-09 18:00:00
13093,13.0,19.5,1006.3,0.0,NE,0.4,2014-02-09 19:00:00
13094,15.0,19.1,1006.2,0.0,NNE,0.2,2014-02-09 20:00:00
13095,22.0,19.2,1006.2,0.0,N,0.0,2014-02-09 21:00:00
13096,17.0,18.8,1006.4,0.0,NE,0.2,2014-02-09 22:00:00
13097,16.0,18.1,1006.2,0.0,ENE,0.4,2014-02-09 23:00:00
13792,81.0,10.8,1007.8,0.0,NNE,0.0,2014-02-10 00:00:00
13793,71.0,10.3,1007.3,0.0,N,0.8,2014-02-10 01:00:00
13794,71.0,9.3,1007.1,0.0,W,0.6,2014-02-10 02:00:00
13795,70.0,8.8,1006.9,0.0,W,0.0,2014-02-10 03:00:00
13796,66.0,8.4,1007.1,0.0,WNW,0.0,2014-02-10 04:00:00
13797,65.0,8.2,1007.2,0.0,ENE,0.0,2014-02-10 05:00:00
13798,71.0,8.7,1007.3,0.0,S,0.0,2014-02-10 06:00:00
13799,67.0,11.3,1007.8,0.0,ENE,0.8,2014-02-10 07:00:00
13800,71.0,12.4,1007.9,0.0,W,1.0,2014-02-10 08:00:00
13801,77.0,14.7,1007.7,0.0,NNW,0.5,2014-02-10 09:00:00
13802,80.0,17.1,1007.2,0.0,WNW,0.9,2014-02-10 10:00:00
13803,74.0,19.5,1006.8,0.0,SSW,1.1,2014-02-10 11:00:00
13804,67.0,21.6,1006.1,0.0,WSW,1.3,2014-02-10 12:00:00
13805,50.0,21.3,1005.7,0.0,W,1.5,2014-02-10 13:00:00
13806,40.0,21.6,1005.8,0.0,NW,0.9,2014-02-10 14:00:00
13807,33.0,20.9,1006.0,0.0,W,1.1,2014-02-10 15:00:00
13808,24.0,20.6,1006.6,0.0,SW,0.8,2014-02-10 16:00:00
13809,23.0,17.7,1007.2,0.0,ESE,0.1,2014-02-10 17:00:00
13810,29.0,14.6,1008.0,0.0,NNE,0.0,2014-02-10 18:00:00
13811,49.0,13.5,1008.9,0.0,E,0.0,2014-02-10 19:00:00
13812,58.0,12.4,1009.6,0.0,ESE,0.0,2014-02-10 20:00:00
13813,58.0,13.4,1010.0,0.0,ENE,1.2,2014-02-10 21:00:00
13814,66.0,13.0,1010.3,0.0,NE,0.0,2014-02-10 22:00:00
13815,112.0,12.2,1010.7,0.0,NE,0.0,2014-02-10 23:00:00
14511,9.0,11.3,1027.0,0.0,NNE,4.3,2014-02-11 00:00:00
14512,4.0,10.6,1023.0,0.0,NNW,1.2,2014-02-11 01:00:00
14513,6.0,9.8,1025.0,0.0,NNE,2.6,2014-02-11 02:00:00
14514,5.0,9.6,1028.0,0.0,N,3.7,2014-02-11 03:00:00
14515,3.0,8.6,1025.0,0.0,NNE,2.8,2014-02-11 04:00:00
14516,3.0,8.5,1026.0,0.0,NNE,1.4,2014-02-11 05:00:00
14517,4.0,7.9,1025.0,0.0,N,1.7,2014-02-11 06:00:00
14518,4.0,7.7,1029.0,0.0,N,2.9,2014-02-11 07:00:00
14519,5.0,8.1,1027.0,0.0,NNE,1.0,2014-02-11 08:00:00
14520,7.0,10.4,1025.0,0.0,N,3.1,2014-02-11 09:00:00
14521,8.0,11.8,1027.0,0.0,N,3.4,2014-02-11 10:00:00
14522,5.0,12.6,1023.0,0.0,N,4.7,2014-02-11 11:00:00
14523,3.0,13.7,1023.0,0.0,NW,2.6,2014-02-11 12:00:00
14524,6.0,14.0,1023.0,0.0,NNW,3.4,2014-02-11 13:00:00
14525,6.0,14.6,1024.0,0.0,N,2.7,2014-02-11 14:00:00
14526,8.0,15.1,1023.0,0.0,N,2.7,2014-02-11 15:00:00
14527,5.0,14.9,1023.0,0.0,N,2.1,2014-02-11 16:00:00
14528,7.0,13.3,1019.0,0.0,NW,2.2,2014-02-11 17:00:00
14529,8.0,12.5,1021.0,0.0,N,1.4,2014-02-11 18:00:00
14530,9.0,11.6,1024.0,0.0,NNW,1.7,2014-02-11 19:00:00
14531,10.0,10.2,1021.0,0.0,NE,0.9,2014-02-11 20:00:00
14532,9.0,6.2,1020.0,0.0,WNW,0.0,2014-02-11 21:00:00
14533,5.0,4.5,1021.0,0.0,NW,0.0,2014-02-11 22:00:00
14534,8.6,3.6,1020.0,0.0,N,0.8,2014-02-11 23:00:00
15225,8.0,-5.3,1018.0,0.0,N,2.0,2014-02-12 00:00:00
15226,9.0,-6.8,1015.0,0.0,NNE,0.6,2014-02-12 01:00:00
15227,10.0,-6.0,1014.0,0.0,NE,2.4,2014-02-12 02:00:00
15228,8.0,-7.1,1014.0,0.0,N,1.5,2014-02-12 03:00:00
15229,11.0,-7.4,1016.0,0.0,NE,0.9,2014-02-12 04:00:00
15230,11.0,-7.8,1020.0,0.0,NE,1.5,2014-02-12 05:00:00
15231,9.0,-8.5,1018.0,0.0,NE,1.0,2014-02-12 06:00:00
15232,8.0,-10.1,1026.2,0.0,WNW,0.5,2014-02-12 07:00:00
15233,10.0,-10.0,1020.0,0.0,WNW,0.7,2014-02-12 08:00:00
15234,12.0,-6.2,1016.0,0.0,E,0.4,2014-02-12 09:00:00
15235,17.0,-3.9,1015.0,0.0,SW,2.2,2014-02-12 10:00:00
15236,28.0,-3.0,1018.0,0.0,W,2.6,2014-02-12 11:00:00
15237,40.0,-1.8,1016.0,0.0,WSW,2.4,2014-02-12 12:00:00
15238,51.0,0.0,1019.0,0.0,SW,2.4,2014-02-12 13:00:00
15239,41.0,0.7,1015.0,0.0,SW,2.2,2014-02-12 14:00:00
15240,42.0,1.0,1018.0,0.0,SSW,2.4,2014-02-12 15:00:00
15241,42.0,-0.1,1016.0,0.0,SW,2.3,2014-02-12 16:00:00
15242,42.0,-1.2,1018.0,0.0,SSW,2.0,2014-02-12 17:00:00
15243,42.0,-2.5,1017.0,0.0,SSW,0.9,2014-02-12 18:00:00
15244,79.0,-2.6,1019.0,0.0,SSE,1.0,2014-02-12 19:00:00
15245,84.0,-4.5,1023.0,0.0,NNE,0.5,2014-02-12 20:00:00
15246,100.0,-6.1,1020.0,0.0,WNW,0.4,2014-02-12 21:00:00
15247,102.0,-6.6,1022.0,0.0,SE,0.5,2014-02-12 22:00:00
15248,103.0,-7.2,1025.0,0.0,ENE,1.4,2014-02-12 23:00:00
8358,152.0,-4.7,1030.2,0.0,NNE,0.5,2014-02-13 00:00:00
8359,222.0,-3.8,1030.6,0.0,NNE,1.2,2014-02-13 01:00:00
8360,187.0,-3.7,1031.0,0.0,NNE,1.6,2014-02-13 02:00:00
8361,169.0,-3.7,1030.7,0.0,NE,1.6,2014-02-13 03:00:00
8362,159.0,-3.6,1030.3,0.0,NE,1.5,2014-02-13 04:00:00
8363,146.0,-3.3,1030.4,0.0,NE,1.5,2014-02-13 05:00:00
8364,135.0,-3.1,1030.5,0.0,NE,1.5,2014-02-13 06:00:00
8365,151.0,-2.8,1031.2,0.0,ESE,1.4,2014-02-13 07:00:00
8366,151.0,-3.3,1031.6,0.0,S,1.6,2014-02-13 08:00:00
8367,157.0,-3.4,1031.6,0.0,SSE,2.4,2014-02-13 09:00:00
8368,170.0,-2.9,1031.2,0.0,S,1.0,2014-02-13 10:00:00
8369,179.0,-2.5,1030.2,0.0,SW,1.0,2014-02-13 11:00:00
8370,184.0,-2.2,1029.1,0.0,S,0.5,2014-02-13 12:00:00
8371,190.0,-1.7,1027.6,0.0,SW,1.6,2014-02-13 13:00:00
8372,166.0,-1.3,1026.8,0.0,W,1.5,2014-02-13 14:00:00
8373,167.0,-1.2,1026.1,0.0,N,2.3,2014-02-13 15:00:00
8374,173.0,-2.3,1025.8,0.0,NE,1.4,2014-02-13 16:00:00
8375,188.0,-2.9,1025.6,0.0,NE,1.7,2014-02-13 17:00:00
8376,205.0,-2.9,1025.7,0.0,ENE,1.2,2014-02-13 18:00:00
8377,220.0,-2.8,1025.7,0.0,NE,1.6,2014-02-13 19:00:00
8378,234.0,-2.9,1025.6,0.0,NE,1.1,2014-02-13 20:00:00
8379,237.0,-2.9,1025.4,0.0,NE,1.6,2014-02-13 21:00:00
8380,223.0,-3.3,1024.8,0.0,ENE,1.3,2014-02-13 22:00:00
8381,248.0,-3.9,1024.5,0.0,NE,1.0,2014-02-13 23:00:00
8382,239.0,-4.7,1023.9,0.0,ENE,0.7,2014-02-14 00:00:00
8383,232.0,-5.2,1023.1,0.0,NE,0.8,2014-02-14 01:00:00
8384,221.0,-5.3,1022.6,0.0,NE,1.5,2014-02-14 02:00:00
8385,222.0,-5.3,1022.0,0.0,NE,1.1,2014-02-14 03:00:00
8386,230.0,-5.4,1021.8,0.0,ENE,1.4,2014-02-14 04:00:00
8387,226.0,-5.8,1021.7,0.0,ENE,1.1,2014-02-14 05:00:00
8388,215.0,-5.9,1021.9,0.0,NE,1.4,2014-02-14 06:00:00
8389,208.0,-5.6,1022.3,0.0,NE,1.1,2014-02-14 07:00:00
8390,208.0,-4.6,1022.1,0.0,ENE,1.6,2014-02-14 08:00:00
8391,211.0,-2.9,1022.1,0.0,NE,1.5,2014-02-14 09:00:00
8392,204.0,-1.3,1021.6,0.0,NE,1.4,2014-02-14 10:00:00
8393,172.0,0.2,1020.9,0.0,NE,1.2,2014-02-14 11:00:00
8394,184.0,1.1,1019.2,0.0,ENE,1.7,2014-02-14 12:00:00
8395,204.0,2.1,1018.4,0.0,ENE,1.1,2014-02-14 13:00:00
8396,216.0,3.1,1017.8,0.0,NNE,1.5,2014-02-14 14:00:00
8397,114.0,-0.7,1018.0,0.0,W,0.5,2014-02-14 17:00:00
8398,295.0,-2.6,1018.1,0.0,W,0.5,2014-02-14 18:00:00
8399,298.0,-3.5,1018.2,0.0,SW,0.4,2014-02-14 19:00:00
8400,293.0,-3.9,1018.4,0.0,ENE,0.0,2014-02-14 20:00:00
8401,343.0,-3.0,1018.5,0.0,NE,1.0,2014-02-14 21:00:00
8402,481.0,-2.4,1018.8,0.0,NE,1.0,2014-02-14 22:00:00
8403,501.0,-3.6,1018.9,0.0,NE,1.1,2014-02-14 23:00:00
8404,584.0,-4.5,1018.5,0.0,NE,0.8,2014-02-15 00:00:00
8405,525.0,-3.7,1018.1,0.0,NE,1.0,2014-02-15 01:00:00
8406,461.0,-3.6,1018.1,0.0,NE,1.5,2014-02-15 02:00:00
8407,414.0,-3.3,1018.2,0.0,NE,1.4,2014-02-15 03:00:00
8408,332.0,-4.0,1018.1,0.0,E,0.9,2014-02-15 04:00:00
8409,328.0,-3.2,1018.4,0.0,NE,1.2,2014-02-15 05:00:00
8410,307.0,-3.6,1018.6,0.0,ENE,2.3,2014-02-15 06:00:00
8411,302.0,-3.5,1019.2,0.0,ENE,1.3,2014-02-15 07:00:00
8412,307.0,-2.2,1019.7,0.0,ENE,1.1,2014-02-15 08:00:00
8413,313.0,-0.5,1020.0,0.0,NE,1.5,2014-02-15 09:00:00
8414,314.0,1.1,1019.3,0.0,NE,2.0,2014-02-15 10:00:00
8415,312.0,2.4,1018.9,0.0,ENE,1.1,2014-02-15 11:00:00
8416,330.0,2.9,1018.5,0.0,ENE,1.6,2014-02-15 12:00:00
8417,371.0,4.5,1017.8,0.0,ENE,1.8,2014-02-15 13:00:00
8418,414.0,4.3,1017.1,0.0,E,0.9,2014-02-15 14:00:00
8419,455.0,4.4,1017.6,0.0,N,1.3,2014-02-15 15:00:00
8420,505.0,3.5,1017.7,0.0,NE,1.3,2014-02-15 16:00:00
8421,466.0,0.7,1018.2,0.0,WSW,0.6,2014-02-15 17:00:00
8422,401.0,-1.8,1018.4,0.0,NW,0.6,2014-02-15 18:00:00
8423,403.0,-2.7,1018.7,0.0,SW,0.5,2014-02-15 19:00:00
8424,412.0,-3.2,1018.8,0.0,NE,0.7,2014-02-15 20:00:00
8425,414.0,-0.9,1019.0,0.0,ENE,1.5,2014-02-15 21:00:00
8426,481.0,-1.2,1019.5,0.0,NE,1.5,2014-02-15 22:00:00
8427,503.0,-2.1,1019.7,0.0,ENE,1.1,2014-02-15 23:00:00
8428,500.0,-2.3,1019.9,0.0,ENE,0.7,2014-02-16 00:00:00
8429,488.0,-2.6,1020.3,0.0,ENE,1.1,2014-02-16 01:00:00
8430,478.0,-2.2,1020.6,0.0,NE,1.6,2014-02-16 02:00:00
8431,456.0,-2.5,1020.9,0.0,NE,1.5,2014-02-16 03:00:00
8432,435.0,-2.2,1021.5,0.0,NE,1.7,2014-02-16 04:00:00
8433,425.0,-2.8,1022.1,0.0,ENE,1.4,2014-02-16 05:00:00
8434,407.0,-3.4,1022.0,0.0,ENE,1.2,2014-02-16 06:00:00
8435,403.0,-2.8,1023.1,0.0,NE,0.8,2014-02-16 07:00:00
8436,358.0,-0.7,1024.1,0.0,ENE,1.4,2014-02-16 08:00:00
8437,379.0,1.5,1024.4,0.0,ENE,1.6,2014-02-16 09:00:00
8438,375.0,4.5,1024.8,0.0,ESE,0.8,2014-02-16 10:00:00
8439,362.0,6.0,1024.3,0.0,E,1.3,2014-02-16 11:00:00
8440,258.0,6.5,1023.8,0.0,S,2.0,2014-02-16 12:00:00
8441,122.0,6.5,1023.2,0.0,SSE,1.4,2014-02-16 13:00:00
8442,131.0,7.0,1022.7,0.0,SW,2.3,2014-02-16 14:00:00
8443,130.0,5.6,1023.1,0.0,SW,3.7,2014-02-16 15:00:00
8444,219.0,5.0,1023.3,0.0,S,1.3,2014-02-16 16:00:00
8445,210.0,4.4,1023.8,0.0,SW,2.3,2014-02-16 17:00:00
8446,218.0,3.3,1024.3,0.0,SW,1.8,2014-02-16 18:00:00
8447,296.0,2.6,1024.7,0.0,WSW,1.1,2014-02-16 19:00:00
8448,287.0,1.5,1025.8,0.0,WSW,1.6,2014-02-16 20:00:00
8449,268.0,2.5,1026.6,0.0,SW,2.3,2014-02-16 21:00:00
8450,262.0,2.1,1027.0,0.0,SW,0.7,2014-02-16 22:00:00
8451,232.0,2.1,1027.1,0.0,SW,1.1,2014-02-16 23:00:00
8452,202.0,1.3,1027.3,0.0,SW,0.8,2014-02-17 00:00:00
8453,141.0,0.8,1027.6,0.0,S,1.0,2014-02-17 01:00:00
8454,123.0,1.1,1028.3,0.0,S,1.2,2014-02-17 02:00:00
8455,123.0,0.9,1027.6,0.0,S,1.0,2014-02-17 03:00:00
8456,74.0,1.1,1027.7,0.0,SE,1.3,2014-02-17 04:00:00
8457,42.0,-0.1,1028.3,0.0,WNW,0.6,2014-02-17 05:00:00
8458,45.0,-1.2,1029.3,0.0,W,0.5,2014-02-17 06:00:00
8459,55.0,-0.8,1030.2,0.0,W,0.4,2014-02-17 07:00:00
8460,59.0,2.0,1030.5,0.0,WSW,0.6,2014-02-17 08:00:00
8461,63.0,2.6,1030.8,0.0,S,2.4,2014-02-17 09:00:00
8462,72.0,3.3,1030.9,0.0,SW,2.2,2014-02-17 10:00:00
8463,83.0,4.1,1030.0,0.0,S,1.8,2014-02-17 11:00:00
8464,93.0,4.6,1028.8,0.0,WSW,2.1,2014-02-17 12:00:00
8465,78.0,5.0,1028.0,0.0,SSW,1.8,2014-02-17 13:00:00
8466,77.0,5.0,1027.6,0.0,SE,1.2,2014-02-17 14:00:00
8467,80.0,4.4,1027.6,0.0,SSW,2.6,2014-02-17 15:00:00
8468,73.0,3.7,1027.4,0.0,SSW,2.6,2014-02-17 16:00:00
8469,77.0,2.8,1027.4,0.0,SSW,2.0,2014-02-17 17:00:00
8470,70.0,2.8,1028.3,0.0,SW,2.4,2014-02-17 18:00:00
8471,73.0,1.8,1029.1,0.0,SSW,2.0,2014-02-17 19:00:00
8472,76.0,0.5,1029.9,0.0,SSW,2.6,2014-02-17 20:00:00
8473,65.0,-0.5,1030.3,0.0,SSW,3.3,2014-02-17 21:00:00
8474,59.0,-1.0,1030.0,0.0,SW,2.5,2014-02-17 22:00:00
8475,38.0,-1.0,1030.1,0.0,SW,3.4,2014-02-17 23:00:00
8476,33.0,-1.2,1029.9,0.0,SSW,2.5,2014-02-18 00:00:00
8477,37.0,-1.6,1029.2,0.0,S,1.2,2014-02-18 01:00:00
8478,41.0,-2.3,1028.6,0.0,SSW,0.9,2014-02-18 02:00:00
8479,43.0,-4.8,1028.2,0.0,SW,0.7,2014-02-18 04:00:00
8480,47.0,-5.0,1028.4,0.0,NE,1.3,2014-02-18 05:00:00
8481,50.0,-4.9,1028.4,0.0,NNE,0.9,2014-02-18 06:00:00
8482,50.0,-5.0,1028.8,0.0,W,0.9,2014-02-18 07:00:00
8483,56.0,-2.1,1028.7,0.0,WSW,2.0,2014-02-18 08:00:00
8484,61.0,-0.6,1028.1,0.0,S,1.8,2014-02-18 09:00:00
8485,68.0,0.4,1027.7,0.0,SSE,2.5,2014-02-18 10:00:00
8486,59.0,0.4,1026.4,0.0,SW,2.0,2014-02-18 11:00:00
8487,72.0,1.1,1025.0,0.0,SW,2.9,2014-02-18 12:00:00
8488,75.0,1.1,1023.6,0.0,SW,3.0,2014-02-18 13:00:00
8489,69.0,1.5,1023.0,0.0,SSW,1.7,2014-02-18 14:00:00
8490,71.0,1.7,1022.5,0.0,SSW,2.4,2014-02-18 15:00:00
8491,77.0,1.5,1022.3,0.0,SSW,3.6,2014-02-18 16:00:00
8492,77.0,1.5,1022.3,0.0,SW,3.2,2014-02-18 17:00:00
8493,74.0,1.5,1022.5,0.0,SSW,2.5,2014-02-18 18:00:00
8494,76.0,1.3,1022.9,0.0,SSW,0.0,2014-02-18 19:00:00
8495,88.0,0.7,1022.6,0.0,SW,0.7,2014-02-18 20:00:00
8496,85.0,0.7,1023.4,0.0,NNE,2.0,2014-02-18 21:00:00
8497,100.0,0.2,1023.3,0.0,NE,1.0,2014-02-18 22:00:00
8498,117.0,-0.6,1022.9,0.0,NE,1.0,2014-02-18 23:00:00
8499,116.0,-2.2,1022.9,0.0,NNE,1.0,2014-02-19 00:00:00
8500,131.0,-1.9,1022.5,0.0,NE,1.1,2014-02-19 01:00:00
8501,100.0,-2.0,1022.1,0.0,NE,1.2,2014-02-19 02:00:00
8502,100.0,-3.4,1022.1,0.0,NE,1.2,2014-02-19 03:00:00
8503,91.0,-3.1,1022.1,0.0,NNE,1.4,2014-02-19 04:00:00
8504,86.0,-3.9,1022.6,0.0,NE,1.2,2014-02-19 05:00:00
8505,87.0,-4.9,1023.0,0.0,NE,1.3,2014-02-19 06:00:00
8506,96.0,-2.9,1024.0,0.0,N,1.5,2014-02-19 07:00:00
8507,68.0,-0.4,1024.4,0.0,N,1.5,2014-02-19 08:00:00
8508,39.0,2.3,1024.2,0.0,NE,2.5,2014-02-19 09:00:00
8509,32.0,3.4,1024.0,0.0,NE,3.1,2014-02-19 10:00:00
8510,17.0,4.1,1023.4,0.0,N,2.5,2014-02-19 11:00:00
8511,16.0,4.7,1022.3,0.0,NE,2.5,2014-02-19 12:00:00
8512,14.0,5.8,1021.3,0.0,SSE,1.5,2014-02-19 13:00:00
8513,19.0,6.3,1021.0,0.0,NNE,1.5,2014-02-19 14:00:00
8514,16.0,6.0,1021.0,0.0,SW,1.4,2014-02-19 15:00:00
8515,13.0,4.7,1020.9,0.0,WSW,2.6,2014-02-19 16:00:00
8516,13.0,3.3,1021.5,0.0,WSW,2.4,2014-02-19 17:00:00
8517,24.0,2.9,1022.1,0.0,SW,2.6,2014-02-19 18:00:00
8518,32.0,1.4,1022.6,0.0,WSW,2.0,2014-02-19 19:00:00
8519,40.0,1.8,1023.0,0.0,SW,4.0,2014-02-19 20:00:00
8520,102.0,0.8,1023.4,0.0,SW,2.4,2014-02-19 21:00:00
8521,121.0,0.9,1023.6,0.0,SSW,3.2,2014-02-19 22:00:00
8522,142.0,0.1,1023.8,0.0,SW,2.6,2014-02-19 23:00:00
8523,131.0,-0.4,1023.7,0.0,SW,3.1,2014-02-20 00:00:00
8524,131.0,-2.5,1023.8,0.0,NW,0.7,2014-02-20 01:00:00
8525,139.0,-2.7,1023.7,0.0,E,0.6,2014-02-20 02:00:00
8526,140.0,-3.1,1023.8,0.0,NE,1.6,2014-02-20 03:00:00
8527,124.0,-3.5,1024.3,0.0,NNE,1.0,2014-02-20 04:00:00
8528,129.0,-2.7,1024.4,0.0,N,1.9,2014-02-20 05:00:00
8529,121.0,-2.4,1024.9,0.0,N,0.7,2014-02-20 06:00:00
8530,128.0,-1.8,1025.6,0.0,NNE,1.7,2014-02-20 07:00:00
8531,143.0,-1.5,1025.8,0.0,NE,0.7,2014-02-20 08:00:00
8532,141.0,-1.0,1025.9,0.0,NE,1.7,2014-02-20 09:00:00
8533,140.0,-0.1,1025.8,0.0,ENE,1.9,2014-02-20 10:00:00
8534,171.0,0.6,1025.3,0.0,NNW,1.1,2014-02-20 11:00:00
8535,191.0,1.2,1024.3,0.0,ENE,2.0,2014-02-20 12:00:00
8536,204.0,1.0,1023.7,0.0,ENE,2.1,2014-02-20 13:00:00
8537,186.0,1.8,1023.3,0.0,NE,2.0,2014-02-20 14:00:00
8538,256.0,1.8,1022.9,0.0,SE,0.7,2014-02-20 15:00:00
8539,283.0,1.3,1022.6,0.0,WNW,0.7,2014-02-20 16:00:00
8540,304.0,0.7,1022.8,0.0,NNE,1.4,2014-02-20 17:00:00
8541,333.0,-0.1,1023.2,0.0,NE,1.9,2014-02-20 18:00:00
8542,343.0,-0.6,1023.3,0.0,NE,2.2,2014-02-20 19:00:00
8543,342.0,-0.9,1023.7,0.0,ENE,1.6,2014-02-20 20:00:00
8544,334.0,-1.1,1023.8,0.0,NE,1.3,2014-02-20 21:00:00
8545,323.0,-0.8,1023.7,0.0,NE,1.8,2014-02-20 22:00:00
8546,324.0,-0.5,1023.5,0.0,NE,0.9,2014-02-20 23:00:00
8547,295.0,-0.4,1023.5,0.0,NE,1.2,2014-02-21 00:00:00
8548,291.0,-0.4,1023.3,0.0,NNE,1.4,2014-02-21 01:00:00
8549,294.0,-0.4,1022.8,0.0,NE,1.4,2014-02-21 02:00:00
8550,294.0,-0.5,1022.5,0.0,NE,1.7,2014-02-21 03:00:00
8551,304.0,-0.5,1022.5,0.0,NNE,2.1,2014-02-21 04:00:00
8552,281.0,-0.6,1022.6,0.0,NNE,1.0,2014-02-21 05:00:00
8553,259.0,-0.6,1022.7,0.0,NNE,1.4,2014-02-21 06:00:00
8554,239.0,-0.3,1023.0,0.0,N,1.1,2014-02-21 07:00:00
8555,216.0,0.4,1023.3,0.0,NE,1.5,2014-02-21 08:00:00
8556,210.0,1.1,1023.0,0.0,E,0.6,2014-02-21 09:00:00
8557,224.0,1.6,1023.0,0.0,ENE,1.6,2014-02-21 10:00:00
8558,213.0,2.4,1022.7,0.0,NNE,0.7,2014-02-21 11:00:00
8559,196.0,3.0,1021.5,0.0,NE,1.9,2014-02-21 12:00:00
8560,221.0,3.7,1020.6,0.0,ENE,1.4,2014-02-21 13:00:00
8561,238.0,4.0,1020.2,0.0,NE,1.9,2014-02-21 14:00:00
8562,243.0,4.0,1020.2,0.0,ENE,1.9,2014-02-21 15:00:00
8563,251.0,3.3,1020.2,0.0,ENE,1.8,2014-02-21 16:00:00
8564,246.0,2.8,1020.8,0.0,NE,1.3,2014-02-21 17:00:00
8565,236.0,2.3,1021.5,0.0,W,0.8,2014-02-21 18:00:00
8566,232.0,-0.3,1022.0,0.0,SW,0.8,2014-02-21 19:00:00
8567,241.0,-0.8,1022.5,0.0,WNW,0.4,2014-02-21 20:00:00
8568,247.0,-1.1,1022.6,0.0,NNW,0.6,2014-02-21 21:00:00
8569,245.0,-0.2,1022.9,0.0,ENE,0.2,2014-02-21 22:00:00
8570,246.0,-1.1,1023.0,0.0,NE,0.9,2014-02-21 23:00:00
8571,264.0,-0.4,1023.0,0.0,ENE,0.8,2014-02-22 00:00:00
8572,313.0,0.1,1023.1,0.0,NE,1.2,2014-02-22 01:00:00
8573,263.0,0.2,1023.0,0.0,NE,0.8,2014-02-22 02:00:00
8574,278.0,0.6,1023.1,0.0,NE,1.0,2014-02-22 03:00:00
8575,304.0,0.6,1023.4,0.0,ENE,0.8,2014-02-22 04:00:00
8576,292.0,0.9,1023.4,0.0,ENE,0.9,2014-02-22 05:00:00
8577,272.0,1.6,1023.6,0.0,NE,1.1,2014-02-22 06:00:00
8578,276.0,1.7,1024.1,0.0,ENE,1.8,2014-02-22 07:00:00
8579,274.0,2.2,1024.7,0.0,NE,1.5,2014-02-22 08:00:00
8580,265.0,3.1,1024.9,0.0,NE,1.8,2014-02-22 09:00:00
8581,272.0,4.0,1024.5,0.0,NE,1.9,2014-02-22 10:00:00
8582,283.0,4.9,1024.3,0.0,N,1.6,2014-02-22 11:00:00
8583,245.0,5.4,1023.6,0.0,NE,2.2,2014-02-22 12:00:00
8584,229.0,6.0,1023.0,0.0,NNE,2.2,2014-02-22 13:00:00
8585,242.0,6.1,1022.9,0.0,NE,1.6,2014-02-22 14:00:00
8586,300.0,6.1,1022.8,0.0,NNE,2.1,2014-02-22 15:00:00
8587,299.0,5.4,1022.9,0.0,NE,1.7,2014-02-22 16:00:00
8588,269.0,4.5,1023.5,0.0,NNE,1.5,2014-02-22 17:00:00
8589,261.0,4.2,1024.0,0.0,NE,1.4,2014-02-22 18:00:00
8590,212.0,4.7,1024.6,0.0,N,1.3,2014-02-22 19:00:00
